DATETIME,price
2019-09-13,56.27000000000001
2019-09-16,56.23000000000001
2019-09-17,54.760000000000005
2019-09-18,54.00000000000001
2019-09-19,53.63000000000001
2019-09-20,53.77000000000001
2019-09-23,54.470000000000006
2019-09-24,53.96000000000001
2019-09-25,54.010000000000005
2019-09-26,53.84000000000001
2019-09-27,54.46000000000001
2019-09-30,54.39000000000001
2019-10-01,54.540000000000006
2019-10-02,54.89000000000001
2019-10-03,55.16000000000001
2019-10-04,55.23000000000001
2019-10-07,55.39000000000001
2019-10-08,54.88000000000001
2019-10-09,55.65000000000001
2019-10-10,54.98000000000001
2019-10-11,57.44000000000001
2019-10-14,55.78000000000001
2019-10-15,57.09000000000001
2019-10-16,58.100000000000016
2019-10-17,58.550000000000004
2019-10-18,58.720000000000006
2019-10-21,58.12000000000001
2019-10-22,58.23000000000001
2019-10-23,58.51000000000001
2019-10-24,58.210000000000015
2019-10-25,58.460000000000015
2019-10-28,58.350000000000016
2019-10-29,58.28000000000001
2019-10-30,59.26000000000001
2019-10-31,58.00000000000001
2019-11-01,57.79000000000001
2019-11-04,57.220000000000006
2019-11-05,57.37000000000001
2019-11-06,57.25000000000001
2019-11-07,57.910000000000004
2019-11-08,58.28000000000001
2019-11-11,57.850000000000016
2019-11-12,58.300000000000004
2019-11-13,57.78000000000001
2019-11-14,57.830000000000005
2019-11-15,58.42000000000001
2019-11-18,57.77
2019-11-19,57.00000000000001
2019-11-20,55.80000000000001
2019-11-21,55.40000000000001
2019-11-22,56.98000000000001
2019-11-25,58.25000000000001
2019-11-26,58.460000000000015
2019-11-27,58.320000000000014
2019-11-29,57.87000000000001
2019-12-02,57.31000000000001
2019-12-03,56.56000000000001
2019-12-04,57.210000000000015
2019-12-05,57.02000000000002
2019-12-06,58.51000000000001
2019-12-09,57.89000000000001
2019-12-10,58.44000000000002
2019-12-11,58.39000000000001
2019-12-12,59.680000000000014
2019-12-13,59.31000000000001
2019-12-16,59.48000000000001
2019-12-17,58.95000000000001
2019-12-18,59.25000000000001
2019-12-19,60.09000000000001
2019-12-20,60.470000000000006
2019-12-23,61.12000000000001
2019-12-24,61.210000000000015
2019-12-26,61.210000000000015
2019-12-27,61.430000000000014
2019-12-30,62.070000000000014
2019-12-31,61.56000000000001
2020-01-02,61.78000000000001
2020-01-03,61.710000000000015
2020-01-06,62.55000000000002
2020-01-07,62.34000000000001
2020-01-08,62.470000000000006
2020-01-09,63.20000000000001
2020-01-10,63.820000000000014
2020-01-13,64.04000000000002
2020-01-14,63.89000000000001
2020-01-15,62.830000000000005
2020-01-16,62.73000000000001
2020-01-17,63.76000000000001
2020-01-21,61.75000000000001
2020-01-22,63.64000000000001
2020-01-23,62.54000000000001
2020-01-24,61.91000000000002
2020-01-27,62.02000000000002
2020-01-28,62.87000000000001
2020-01-29,62.570000000000014
2020-01-30,61.56000000000001
2020-01-31,60.01000000000001
2020-02-03,59.350000000000016
2020-02-04,59.86000000000001
2020-02-05,60.02000000000002
2020-02-06,60.42000000000001
2020-02-07,60.26000000000001
2020-02-10,60.70000000000001
2020-02-11,60.740000000000016
2020-02-12,61.09000000000001
2020-02-13,60.26000000000001
2020-02-14,59.92000000000001
2020-02-18,60.38000000000002
2020-02-19,60.990000000000016
2020-02-20,61.26000000000001
2020-02-21,61.44000000000002
2020-02-24,60.04000000000001
2020-02-25,58.84000000000001
2020-02-26,58.06000000000001
2020-02-27,55.110000000000014
2020-02-28,54.100000000000016
2020-03-02,55.990000000000016
2020-03-03,55.38000000000002
2020-03-04,55.59000000000001
2020-03-05,55.960000000000015
2020-03-06,55.40000000000001
2020-03-09,53.820000000000014
2020-03-10,54.02000000000001
2020-03-11,54.16000000000001
2020-03-12,52.31000000000002
2020-03-13,53.100000000000016
2020-03-16,51.41000000000001
2020-03-17,50.530000000000015
2020-03-18,49.250000000000014
2020-03-19,47.54000000000001
2020-03-20,46.29000000000001
2020-03-23,44.76000000000001
2020-03-24,45.500000000000014
2020-03-25,46.05000000000001
2020-03-26,45.390000000000015
2020-03-27,43.94000000000001
2020-03-30,43.31000000000002
2020-03-31,43.740000000000016
2020-04-01,41.02000000000001
2020-04-02,42.600000000000016
2020-04-03,43.59000000000001
2020-04-06,45.66000000000001
2020-04-07,45.51000000000001
2020-04-08,46.45000000000002
2020-04-09,46.98000000000001
2020-04-13,45.37000000000001
2020-04-14,45.12000000000001
2020-04-15,45.360000000000014
2020-04-16,45.40000000000001
2020-04-17,45.38000000000002
2020-04-20,46.640000000000015
2020-04-21,45.920000000000016
2020-04-22,48.890000000000015
2020-04-23,49.490000000000016
2020-04-24,47.54000000000001
2020-04-27,46.92000000000001
2020-04-28,47.69000000000001
2020-04-29,49.03000000000001
2020-04-30,49.24000000000001
2020-05-01,47.750000000000014
2020-05-04,46.24000000000001
2020-05-05,45.49000000000001
2020-05-06,46.42000000000001
2020-05-07,47.30000000000001
2020-05-08,48.180000000000014
2020-05-11,48.54000000000001
2020-05-12,50.250000000000014
2020-05-13,49.37000000000001
2020-05-14,49.76000000000001
2020-05-15,50.16000000000001
2020-05-18,49.71000000000001
2020-05-19,51.110000000000014
2020-05-20,50.12000000000001
2020-05-21,49.97000000000001
2020-05-22,49.52000000000001
2020-05-26,50.14000000000001
2020-05-27,50.250000000000014
2020-05-28,49.48000000000001
2020-05-29,49.500000000000014
2020-06-01,51.97000000000001
2020-06-02,52.28000000000001
2020-06-03,52.39000000000001
2020-06-04,51.91000000000001
2020-06-05,53.70000000000001
2020-06-08,52.72000000000001
2020-06-09,52.430000000000014
