tradeTime,PRICE,Contract,Code,VOLUME,OPEN,HIGH,LOW
20/09/2024,136.8125,20250600,UDM25,0,0,0,0
23/09/2024,136.625,20250600,UDM25,0,0,0,0
24/09/2024,136.4375,20250600,UDM25,0,0,0,0
25/09/2024,135.46875,20250600,UDM25,0,0,0,0
26/09/2024,135.6875,20250600,UDM25,0,0,0,0
27/09/2024,136.25,20250600,UDM25,0,0,0,0
30/09/2024,135.46875,20250600,UDM25,0,0,0,0
01/10/2024,135.71875,20250600,UDM25,0,0,0,0
02/10/2024,134.40625,20250600,UDM25,0,0,0,0
03/10/2024,133.53125,20250600,UDM25,0,0,0,0
04/10/2024,131.5,20250600,UDM25,0,0,0,0
07/10/2024,130.65625,20250600,UDM25,0,0,0,0
08/10/2024,130.34375,20250600,UDM25,0,0,0,0
09/10/2024,129.96875,20250600,UDM25,0,0,0,0
10/10/2024,129.0,20250600,UDM25,0,0,0,0
11/10/2024,129.0625,20250600,UDM25,0,0,0,0
14/10/2024,128.375,20250600,UDM25,0,0,0,0
15/10/2024,130.21875,20250600,UDM25,0,0,0,0
16/10/2024,130.75,20250600,UDM25,0,0,0,0
17/10/2024,128.78125,20250600,UDM25,0,0,0,0
18/10/2024,129.0625,20250600,UDM25,0,0,0,0
21/10/2024,126.84375,20250600,UDM25,0,0,0,0
22/10/2024,126.6875,20250600,UDM25,0,0,0,0
23/10/2024,126.15625,20250600,UDM25,0,0,0,0
24/10/2024,127.09375,20250600,UDM25,0,0,0,0
25/10/2024,126.40625,20250600,UDM25,0,0,0,0
28/10/2024,125.84375,20250600,UDM25,0,0,0,0
29/10/2024,126.0,20250600,UDM25,0,0,0,0
30/10/2024,126.84375,20250600,UDM25,0,0,0,0
31/10/2024,126.875,20250600,UDM25,0,0,0,0
01/11/2024,125.15625,20250600,UDM25,0,0,0,0
04/11/2024,126.46875,20250600,UDM25,0,0,0,0
05/11/2024,127.28125,20250600,UDM25,0,0,0,0
06/11/2024,124.09375,20250600,UDM25,0,0,0,0
07/11/2024,125.3125,20250600,UDM25,0,0,0,0
08/11/2024,126.625,20250600,UDM25,0,0,0,0
11/11/2024,126.25,20250600,UDM25,0,0,0,0
12/11/2024,124.5,20250600,UDM25,0,0,0,0
13/11/2024,123.3125,20250600,UDM25,0,0,0,0
14/11/2024,124.3125,20250600,UDM25,0,0,0,0
15/11/2024,123.9375,20250600,UDM25,0,0,0,0
18/11/2024,123.71875,20250600,UDM25,0,0,0,0
19/11/2024,124.625,20250600,UDM25,0,0,0,0
20/11/2024,124.09375,20250600,UDM25,0,0,0,0
21/11/2024,123.46875,20250600,UDM25,0,0,0,0
22/11/2024,123.9375,20250600,UDM25,0,0,0,0
25/11/2024,127.0,20250600,UDM25,0,0,0,0
26/11/2024,126.34375,20250600,UDM25,0,0,0,0
27/11/2024,127.4375,20250600,UDM25,0,0,0,0
29/11/2024,128.375,20250600,UDM25,0,0,0,0
02/12/2024,128.78125,20250600,UDM25,1,0,0,0
03/12/2024,128.0625,20250600,UDM25,0,0,0,0
04/12/2024,129.03125,20250600,UDM25,0,0,0,0
05/12/2024,129.28125,20250600,UDM25,0,0,0,0
06/12/2024,129.34375,20250600,UDM25,0,0,0,0
09/12/2024,128.09375,20250600,UDM25,0,0,0,0
10/12/2024,127.75,20250600,UDM25,0,0,0,0
11/12/2024,126.25,20250600,UDM25,0,0,0,0
12/12/2024,124.84375,20250600,UDM25,0,0,0,0
13/12/2024,123.5,20250600,UDM25,0,0,0,0
16/12/2024,123.65625,20250600,UDM25,0,0,0,0
17/12/2024,124.25,20250600,UDM25,0,0,0,0
18/12/2024,122.59375,20250600,UDM25,0,0,0,0
19/12/2024,120.96875,20250600,UDM25,0,0,0,0
20/12/2024,121.375,20250600,UDM25,1,0,0,0
23/12/2024,119.0,20250600,UDM25,0,0,0,0
24/12/2024,119.59375,20250600,UDM25,2,0,0,0
26/12/2024,119.625,20250600,UDM25,0,0,0,0
27/12/2024,118.65625,20250600,UDM25,0,0,0,0
30/12/2024,119.46875,20250600,UDM25,0,0,0,0
31/12/2024,119.03125,20250600,UDM25,0,0,0,0
02/01/2025,118.625,20250600,UDM25,0,0,0,0
03/01/2025,118.34375,20250600,UDM25,0,0,0,0
06/01/2025,117.90625,20250600,UDM25,680,0,0,0
07/01/2025,116.375,20250600,UDM25,77,0,0,0
08/01/2025,115.90625,20250600,UDM25,3,0,0,0
09/01/2025,116.1875,20250600,UDM25,0,0,0,0
10/01/2025,115.4375,20250600,UDM25,4,0,0,0
13/01/2025,115.09375,20250600,UDM25,0,0,0,0
14/01/2025,115.15625,20250600,UDM25,1,0,0,0
15/01/2025,116.96875,20250600,UDM25,11,0,0,0
16/01/2025,117.59375,20250600,UDM25,0,0,0,0
17/01/2025,117.625,20250600,UDM25,0,0,0,0
21/01/2025,118.5,20250600,UDM25,1,0,0,0
22/01/2025,118.28125,20250600,UDM25,27,0,0,0
23/01/2025,117.21875,20250600,UDM25,8,0,0,0
24/01/2025,117.6875,20250600,UDM25,6,0,0,0
27/01/2025,119.125,20250600,UDM25,3,0,0,0
28/01/2025,118.75,20250600,UDM25,0,0,0,0
29/01/2025,118.78125,20250600,UDM25,3,0,0,0
30/01/2025,119.40625,20250600,UDM25,8,0,0,0
31/01/2025,118.3125,20250600,UDM25,10,0,0,0
03/02/2025,119.09375,20250600,UDM25,47,0,0,0
